true_index,Sales
163981,7670.05
163993,7167.21
163995,0.0
164025,2737.0
164030,6657.67
164032,7547.88
164035,6565.05
164063,4763.83
164066,4031.82
164105,13548.31
164115,4567.33
164126,3865.5
164129,4587.83
164132,4247.82
164140,5877.84
164147,0.0
164149,0.0
164156,6048.57
164174,8116.18
164181,4743.23
164200,10759.0
164212,6656.22
164225,0.0
164236,0.0
164238,7085.47
164310,4422.79
164315,15891.75
164367,7403.0
164375,4701.27
164395,4672.44
164410,6570.8
164411,4855.17
164419,5982.17
164420,5580.6
164428,4836.2
164433,11076.9
164449,0.0
164474,13950.0
164483,16922.56
164484,4552.92
164491,9464.94
164496,7600.5
164522,0.0
164531,7474.56
164534,11262.73
164541,10512.91
164568,5679.11
164583,9193.18
164585,9493.42
164587,4201.47
164595,8509.0
164596,8922.15
164606,6955.08
164608,0.0
164620,7996.62
164628,6902.85
164646,5795.89
164647,7165.0
164680,7526.08
164696,5939.92
164697,10791.54
164704,5873.26
164705,9064.08
164709,5963.17
164717,9381.75
164732,6517.27
164744,0.0
164754,6864.93
164756,0.0
164775,8980.58
164777,6473.18
164781,4315.36
164801,0.0
164814,0.0
164815,6877.0
164828,0.0
164835,12674.58
164845,12712.5
164853,3759.09
164886,5795.89
164887,0.0
164900,6614.71
164907,0.0
164909,6247.0
164915,4017.6
164957,7928.1
165006,0.0
165019,6085.45
165023,5272.0
165026,11802.64
165037,0.0
165038,15925.33
165054,0.0
165066,9062.31
165074,6291.5
165095,0.0
165101,13066.09
165111,0.0
165113,5605.83
165132,3771.4
165137,4060.0
165143,8448.86
165149,9292.9
165169,6336.05
165180,5861.64
165189,6325.81
165200,5150.74
165202,0.0
165205,4832.0
165208,7200.67
165214,7443.17
165215,4574.91
165217,6702.64
165222,7110.08
165224,6131.8
165231,6368.81
165255,4155.4
165265,6023.69
165277,9018.93
165286,0.0
165298,7514.94
165300,7476.15
165307,0.0
165315,6050.94
165332,0.0
165347,6633.06
165365,0.0
165373,7661.4
165393,4515.94
165394,2570.5
165400,11587.08
165401,6353.17
165406,11471.08
165435,5871.0
165457,13553.45
165462,5212.18
165471,0.0
165481,14504.5
165487,7422.2
165489,9509.89
165492,2962.07
165499,6085.73
165507,0.0
165512,9359.08
165514,6229.71
165520,0.0
165521,7063.0
165523,3993.5
165566,6255.15
165571,5500.53
165572,0.0
165592,9056.57
165594,0.0
165596,8879.0
165597,10538.67
165611,9451.83
165624,12256.4
165631,7421.23
165641,10829.38
165664,10187.64
165681,9605.68
165682,6355.9
165685,3398.8
165686,6032.88
165693,5840.42
165696,3412.67
165697,8311.5
165707,0.0
165731,0.0
165732,4596.73
165743,0.0
165748,4473.38
165769,4217.5
165778,3481.69
165780,5020.23
165786,0.0
165793,4481.46
165822,0.0
165827,7040.56
165846,6602.36
165861,12296.7
165866,6943.83
165869,4793.81
165885,12132.95
165912,5181.38
165917,0.0
165929,9536.13
165932,0.0
165939,4656.6
165942,0.0
165960,0.0
165967,7453.29
165993,9093.54
165997,6319.8
166009,9750.67
166016,6761.71
166030,11428.26
166043,7165.11
166050,7426.8
166062,4693.9
166068,0.0
166069,10526.0
166078,4633.6
166080,4955.27
166093,8910.5
166105,5340.44
166107,0.0
166145,5352.92
166147,3276.58
166182,5112.82
166192,7138.54
166193,3867.95
166216,9534.64
166225,0.0
166229,7759.33
166250,7365.5
166251,4462.37
166254,5736.33
166259,7989.25
166274,2257.4
166276,6931.92
166292,0.0
166301,7162.61
166305,4870.4
166310,2820.45
166320,1262.71
166322,0.0
166350,8697.3
166363,8285.94
166371,4237.6
166374,10855.2
166390,7337.53
166400,8489.25
166409,5458.4
166412,6421.4
166434,4422.82
166460,12026.17
166472,8431.77
166473,0.0
166474,5919.0
166479,7160.12
166489,7928.0
166503,0.0
166505,0.0
166530,4123.83
166544,8198.26
166577,6692.7
166580,0.0
166587,4373.83
166588,5957.88
166591,6165.73
166603,3082.73
166646,0.0
166653,6563.08
166656,4885.8
166659,3017.84
166692,4703.53
166699,6997.82
166703,8961.82
166709,9067.0
166724,8168.58
166751,0.0
166755,0.0
166759,0.0
166764,4677.27
166770,11329.65
166776,11500.1
166785,0.0
166806,7058.26
166807,0.0
166810,5100.35
166818,4183.27
166820,4218.42
166831,5062.5
166840,10672.0
166842,10582.42
166847,8365.09
166850,4030.85
166865,2013.35
166885,6695.73
166886,8331.75
166888,8966.46
166903,4133.71
166918,5281.29
166923,6530.73
166925,8614.64
166931,6937.0
166957,7373.27
166972,9094.8
166998,3579.17
167001,11954.1
167008,2309.3
167033,5372.6
167039,4695.94
167050,0.0
167053,7641.0
167078,5156.42
167080,7303.65
167086,9396.92
167093,3914.08
167115,3721.18
167125,6247.55
167139,4602.5
167144,7856.27
167151,5057.93
167157,10015.8
167160,9556.56
167169,13096.3
167177,7673.56
167181,7762.36
167195,6059.69
167201,6139.82
167205,8494.73
167224,0.0
167225,7481.0
167227,9355.95
167229,0.0
167241,5955.07
167254,0.0
167290,9419.2
167307,5848.67
167317,7648.5
167332,10496.09
167334,6833.45
167360,5953.26
167361,8973.43
167366,11012.73
167374,4700.47
167375,6118.33
167377,0.0
167379,7618.62
167381,7755.8
167386,8945.61
167388,3660.78
167395,0.0
167399,5161.75
167401,3646.55
167408,8768.24
167417,4168.5
167438,5989.31
167439,3448.11
167459,5824.92
167461,0.0
167464,9030.5
167467,6858.17
167471,8112.12
167473,0.0
167478,4701.67
167485,7081.0
167492,10445.2
167494,11310.64
167544,3724.44
167564,7921.0
167594,0.0
167600,4280.56
167612,10226.84
167615,0.0
167652,0.0
167665,4597.8
167687,3470.8
167689,0.0
167701,0.0
167748,7833.11
167751,6363.91
167755,7027.73
167758,3606.8
167764,5746.15
167785,5010.0
167813,3752.56
167827,5304.56
167831,3822.72
167838,4009.5
167840,2407.31
167841,17381.5
167848,3270.0
167862,9646.27
167870,6642.26
167893,5452.2
167895,8188.29
167907,6445.23
167908,4310.63
167918,6688.62
167923,0.0
167968,8252.67
167971,6732.11
167977,5229.4
167978,7220.71
167985,4990.05
167992,0.0
167996,0.0
167998,5402.0
168001,6404.67
168015,5094.81
168016,11215.14
168017,9353.23
168023,6829.92
168026,8993.56
168075,19667.07
168087,7560.07
168088,5340.55
168095,8227.41
168096,7303.17
168102,4834.5
168104,8667.4
168115,0.0
168117,0.0
168118,0.0
168125,7536.07
168132,3562.9
168145,8077.07
168148,0.0
168155,5918.33
168179,5465.73
168190,10195.7
168193,2759.38
168194,9288.21
168195,0.0
168197,1985.09
168209,5108.4
168222,2504.27
168226,14568.35
168236,0.0
168239,0.0
168243,3846.9
168246,0.0
168255,11360.5
168269,7844.89
168270,7852.67
168276,4661.1
168278,9242.36
168284,3976.67
168300,0.0
168308,6272.17
168319,5062.22
168320,0.0
168336,11389.0
168338,3485.73
168341,6183.33
168347,11560.58
168348,5710.0
168362,5198.8
168367,13045.94
168384,4978.73
168385,11414.73
168415,9191.82
168417,5343.13
168418,8998.85
168420,9356.47
168433,5556.36
168434,8968.8
168440,4722.7
168448,6414.05
168472,0.0
168477,4565.91
168484,4392.4
168492,3531.0
168513,0.0
168514,0.0
168516,4466.81
168534,13762.5
168541,5071.58
168546,9671.7
168553,0.0
168560,4007.46
168570,5949.89
168572,9357.0
168582,9264.67
168584,0.0
168603,6577.92
168624,5470.58
168634,0.0
168637,5617.64
168640,9892.45
168650,7117.42
168665,5004.62
168674,4286.07
168675,6613.73
168683,8880.93
168688,3228.91
168690,5105.19
168695,5406.9
168698,0.0
168704,4325.3
168711,6220.3
168712,9458.88
168723,5296.38
168728,3251.56
168734,0.0
168735,0.0
168739,10871.8
168754,9280.25
168761,5625.84
168766,6236.27
168783,7298.75
168807,4864.5
168814,5073.29
168819,4944.44
168866,2058.0
168890,3237.17
168897,5316.85
168904,6115.33
168912,4020.9
168935,3914.08
168936,0.0
168939,10891.18
168943,8479.35
168944,0.0
168949,4553.79
168978,5654.74
168980,0.0
168988,3453.92
168995,6858.42
169004,3525.47
169028,6418.3
169052,12438.38
169053,15537.81
169065,20491.33
169071,6552.2
169078,7965.41
169085,7657.27
169095,0.0
169115,3341.4
169126,1330.56
169137,8264.75
169153,4642.25
169154,5418.93
169166,9477.26
169173,3374.75
169176,9539.54
169204,5155.5
169205,19710.8
169225,3250.64
169258,8431.67
169260,5060.2
169265,6424.67
169270,6318.1
169307,4845.06
169317,5081.94
169319,3660.8
169355,8926.9
169365,0.0
169378,5830.19
169386,2957.29
169391,0.0
169401,3692.9
169407,0.0
169410,3756.64
169433,0.0
169458,6328.41
169463,5355.67
169467,9132.43
169478,5021.64
169484,10643.83
169500,6597.86
169504,0.0
169510,5162.67
169524,7310.4
169533,6751.27
169539,7976.55
169556,0.0
169567,5825.8
169583,6674.42
169597,7481.31
169608,5925.38
169609,6133.71
169611,13328.45
169617,7820.53
169637,5826.91
169642,3315.5
169655,6736.95
169666,5214.0
169671,13574.53
169674,6928.91
169685,6456.07
169695,7178.5
169706,5521.3
169715,6204.5
169722,5492.6
169723,7372.94
169732,0.0
169733,0.0
169749,0.0
169755,7276.82
169756,4514.27
169766,6790.91
169769,8475.45
169773,6397.0
169810,6064.4
169817,7676.54
169830,7326.0
169854,8301.09
169855,4845.06
169857,9590.85
169885,6003.38
169899,10918.3
169901,8279.88
169907,6183.0
169928,2879.07
169934,0.0
169935,9097.5
169938,0.0
169941,4595.5
169949,8834.58
169957,5874.79
169971,6098.12
169978,7096.21
169992,10939.2
170006,9628.25
170011,5240.2
170017,7634.06
170019,10050.44
170020,4459.77
170021,5694.5
170037,7675.74
170040,4972.54
170055,5446.58
170056,6781.05
170085,4953.42
170103,4466.0
170114,4617.09
170117,6488.31
170132,6006.18
170144,3960.2
170180,0.0
170181,5649.31
170184,3888.2
170190,5850.83
170195,7194.89
170202,0.0
170244,3725.0
170247,10664.5
170285,5053.0
170291,2740.11
170299,3972.0
170306,5747.62
170326,10871.1
170328,5649.9
170334,5992.4
170340,8532.71
170343,3732.73
170362,7610.2
170375,8072.6
170385,5913.6
170387,6476.9
170409,3935.91
170420,6548.0
170426,7381.41
170430,5832.55
170442,0.0
170447,3575.42
170491,7701.39
170499,5391.7
170500,5919.0
170517,5719.36
170521,10749.37
170530,5862.41
170540,12843.3
170541,0.0
170550,3883.69
170592,7316.2
170596,5582.67
170599,9226.14
170612,6594.64
170619,6767.27
170626,5942.47
170645,0.0
170647,4746.91
170649,4918.0
170667,9182.6
170670,7041.92
170671,16521.47
170676,3831.77
170699,7542.18
170702,0.0
170706,0.0
170709,5714.8
170714,3217.58
170717,0.0
170763,0.0
170766,6530.69
170783,17068.4
170793,5310.29
170801,2384.15
170804,3642.8
170814,7026.83
170816,9313.1
170820,7531.91
170833,10526.8
170848,4552.72
170850,9538.5
170852,12455.43
170881,0.0
170900,6321.94
170924,0.0
170933,7335.5
170941,3584.2
170944,0.0
170972,2758.4
171004,4254.25
171008,6687.8
171023,10009.4
171025,6133.83
171033,4056.5
171036,3978.0
171063,3521.94
171065,0.0
171092,6839.6
171093,6687.75
171101,5827.4
171144,7878.92
171149,4672.3
171151,7052.0
171153,8792.88
171162,8941.7
171165,9691.0
171184,6495.76
171187,3175.0
171205,0.0
171208,6384.8
171210,3849.61
171221,5243.94
171224,10120.27
171232,0.0
171234,6808.73
171251,0.0
171262,6475.64
171275,5001.31
171285,4472.4
171289,4331.4
171323,5462.4
171350,5142.27
171351,11824.67
171352,4868.21
171353,7407.1
171367,5924.43
171371,3660.38
171375,12029.31
171416,7229.18
171424,7263.73
171428,6493.84
171429,10569.3
171432,7817.7
171496,0.0
171503,4855.13
171504,2577.73
171507,5703.0
171529,8679.33
171533,6903.77
171540,7184.62
171541,0.0
171563,5185.69
171569,4896.47
171571,7083.91
171572,9655.45
171586,3784.42
171594,3685.25
171595,0.0
171600,6670.8
171602,6972.62
171627,0.0
171632,0.0
171633,6307.0
171636,2025.3
171644,0.0
171658,5806.5
171674,4285.71
171677,7517.5
171693,9612.12
171710,5507.58
171725,2519.72
171729,8303.84
171758,4419.73
171761,5231.17
171764,10680.14
171766,2841.1
171770,5487.0
171777,6261.1
171784,6450.78
171806,0.0
171808,7384.6
171809,10910.59
171824,3503.7
171826,7474.82
171830,4092.25
171834,5074.06
171841,1357.62
171842,0.0
171849,0.0
171854,5071.1
171862,3003.0
171866,0.0
171887,4092.87
171902,0.0
171909,0.0
171923,0.0
171944,5863.25
171952,6384.27
171955,4563.4
171964,0.0
171969,6500.4
171986,5776.64
171991,7421.06
172000,0.0
172003,7226.5
172011,0.0
172019,4033.87
172039,9250.0
172045,10527.84
172050,7869.2
172053,0.0
172058,4675.4
172065,5412.57
172082,7270.92
172088,0.0
172089,6171.0
172115,10881.67
172116,9808.0
172118,12828.91
172120,6732.8
172124,7540.92
172134,4736.55
172137,0.0
172140,5313.5
172147,4081.58
172148,6391.5
172156,7666.4
172163,8490.0
172180,0.0
172199,4028.07
172218,0.0
172222,8395.5
172223,4485.36
172241,0.0
172243,4743.58
172254,0.0
172256,8791.9
172261,4034.12
172276,0.0
172277,10173.62
172278,2518.31
172290,4722.37
172296,11745.6
172297,10390.45
172308,4434.46
172313,8572.68
172373,7000.67
172374,14520.67
172389,5904.63
172397,10843.53
172407,8680.53
172437,7572.86
172438,6177.92
172442,10914.38
172443,8153.8
172454,0.0
172462,0.0
172465,0.0
172466,5231.5
172473,5767.4
172493,6477.31
172505,0.0
172508,2373.09
172519,0.0
172535,5198.5
172543,3640.3
172546,9000.83
172558,7642.43
172579,8043.7
172580,5179.9
172626,7772.5
172661,6970.33
172679,9496.31
172694,0.0
172695,4187.47
172698,5992.12
172700,4410.16
172710,6206.73
172737,5618.68
172741,7584.53
172743,4958.0
172746,0.0
172749,8389.27
172754,5362.5
172761,10704.92
172765,8820.93
172767,3089.6
172790,7555.9
172818,5999.0
172821,5164.87
172828,13125.0
172835,3081.56
172852,7969.07
172856,3969.0
172860,5722.0
172862,3681.11
172867,0.0
172874,11714.39
172878,13767.27
172890,11691.33
172892,6982.8
172902,4172.29
172937,7059.93
172940,3563.8
172941,5040.2
172947,0.0
172951,9818.64
172956,3593.47
172960,0.0
172961,0.0
172971,4198.38
172976,4397.17
172990,2286.36
173007,7021.32
173019,4371.77
173046,7440.18
173053,5988.82
173056,6500.0
173057,7479.3
173063,5663.43
173073,9109.17
173097,7450.86
173104,6500.93
173115,0.0
173120,6943.38
173131,15897.91
173139,9338.61
173161,6247.27
173165,11361.64
173173,0.0
173183,5171.85
173189,6787.9
173192,7492.8
173197,3632.0
173212,5301.1
173217,4968.36
173223,5476.91
173239,0.0
173246,7883.72
173288,3970.89
173301,6223.0
173319,6399.57
173326,0.0
173344,4475.92
173349,5131.31
173351,6595.5
173369,6512.68
173395,8165.31
173399,4965.0
173425,4342.2
173434,5636.35
173448,6376.15
173454,8591.57
173504,5832.38
173516,0.0
173531,5224.33
173549,6586.64
173565,0.0
173577,9738.77
173579,6052.0
173580,4062.27
173616,9100.31
173624,4001.42
173628,8341.2
173639,5797.82
173653,5094.81
173668,9960.58
173676,0.0
173702,5959.94
173705,5963.11
173708,5667.3
173714,9856.05
173728,7552.08
173735,0.0
173754,4306.81
173798,7134.08
173805,16975.54
173825,6866.0
173830,5108.31
173855,10589.73
173866,6120.3
173879,0.0
173881,12053.86
173885,5768.4
173890,5108.27
173892,3989.75
173896,5616.5
173899,7970.3
173910,5830.17
173921,3616.91
173924,3179.6
173929,0.0
173936,0.0
173945,2932.4
173950,8373.83
173952,6449.06
173969,6279.53
173972,0.0
173976,6445.36
173990,10080.8
174004,6398.43
174007,3587.62
174008,8832.53
174010,0.0
174037,7465.92
174040,3965.8
174065,5601.26
174074,4436.65
174088,0.0
174100,5691.58
174109,7985.47
174115,5576.5
174116,7992.92
174120,0.0
174125,7584.69
174142,5789.42
174150,6874.09
174177,8927.55
174183,6607.39
174198,0.0
174199,5044.87
174211,10544.61
174233,7356.27
174239,6113.21
174241,4163.38
174245,6576.7
174255,9425.93
174260,4020.9
174262,6032.5
174272,6151.47
174280,11083.6
174299,5576.36
174318,6171.0
174322,6839.44
174353,2806.67
174354,6441.85
174360,0.0
174367,0.0
174378,8436.77
174406,9806.7
174407,0.0
174411,3973.64
174413,6791.33
174428,4409.24
174438,6702.64
174453,0.0
174454,5385.4
174466,2109.2
174469,7435.77
174474,12443.4
174479,7943.3
174486,6285.71
174490,6168.0
174492,0.0
174501,9559.8
174502,8389.27
174506,7618.25
174507,3989.5
174514,11613.75
174520,9432.67
174527,7836.82
174538,0.0
174560,4391.12
174568,4498.77
174570,0.0
174572,5444.58
174574,6888.8
174578,5200.58
174599,5726.44
174607,4371.6
174634,6148.64
174637,4564.85
174665,4816.1
174688,4409.73
174693,3215.82
174694,5762.2
174709,6776.0
174710,9418.29
174720,4608.83
174723,11883.7
174725,5406.0
174735,7769.0
174736,14964.5
174741,0.0
174746,4731.0
174763,0.0
174764,7613.5
174771,5880.79
174779,7366.26
174781,0.0
174787,4457.2
174794,4374.29
174813,0.0
174842,7714.64
174848,5249.39
174869,5724.3
174876,10425.91
174884,4474.12
174891,4415.2
174898,0.0
174916,5458.83
174923,0.0
174937,7303.77
174942,9201.5
174972,8215.79
174974,8237.42
174988,4001.42
175000,0.0
175006,8407.2
175030,3999.62
175038,4628.33
175044,6206.56
175050,10210.6
175065,9317.0
175066,0.0
175071,3039.56
175073,5633.71
175078,7368.07
175086,1443.1
175139,3988.5
175142,4448.65
175147,5627.81
175149,3710.33
175178,3722.9
175182,0.0
175190,7921.0
175194,7094.58
175200,5044.93
175216,6385.8
175223,4112.08
175224,8830.09
175234,0.0
175242,0.0
175254,0.0
175299,9073.3
175302,0.0
175303,4564.85
175318,5095.7
175322,4489.7
175343,4118.3
175345,0.0
175346,7887.69
175348,7809.8
175401,4700.36
175406,5092.06
175411,6528.76
175440,4945.83
175446,0.0
175463,0.0
175468,4842.44
175473,3869.67
175479,7708.44
175483,17841.2
175493,0.0
175517,7108.47
175519,5028.64
175554,3178.07
175577,6013.0
175578,11285.45
175582,1809.95
175586,6564.13
175587,0.0
175588,0.0
175613,11136.11
175647,12201.29
175667,10639.93
175668,6476.9
175683,0.0
175722,4080.5
175736,0.0
175757,0.0
175758,8855.6
175764,6572.27
175792,5148.58
175803,0.0
175812,7024.91
175831,7471.05
175840,8160.3
175860,11560.0
175862,14628.46
175870,6793.45
175880,0.0
175887,6222.81
175890,7208.38
175914,29762.73
175927,6244.29
175928,0.0
175940,3419.8
175947,4167.0
175958,4521.24
175977,5300.53
175991,6108.6
175997,8411.67
176007,5441.35
176024,10515.5
176048,12272.3
176063,4349.36
176078,10292.8
176105,10195.3
176108,2787.4
176117,9182.6
176118,6236.5
176124,3761.88
176127,4969.67
176131,6879.35
176132,5657.82
176136,10547.82
176169,6765.82
176174,4898.46
176176,7743.5
176181,4286.06
176194,11768.73
176212,0.0
176220,7043.22
176231,2761.5
176235,0.0
176262,12549.42
176290,9192.08
176304,0.0
176311,4251.27
176312,7748.3
176319,7533.08
176327,4476.67
176333,4257.27
176340,3031.4
176355,7325.6
176360,8465.9
176364,5112.0
176391,6254.0
176410,0.0
176416,6753.64
176434,5052.13
176462,11335.7
176476,7026.83
176479,0.0
176498,13961.07
176502,9617.27
176508,2994.86
176510,4024.75
176514,5042.22
176526,3859.0
176531,6851.17
176544,5526.2
176545,0.0
176549,5644.47
176551,8072.84
176559,7359.47
176565,5792.62
176576,0.0
176601,0.0
176604,6234.6
176607,4781.46
176641,0.0
176657,0.0
176669,7634.06
176683,12910.46
176689,10570.0
176699,9729.0
176700,7961.2
176702,4524.67
176711,7075.45
176758,0.0
176759,10258.38
176762,8990.27
176765,3568.0
176767,6061.37
176792,6999.6
176820,3853.7
176835,4682.1
176837,4778.9
176845,4445.2
176849,4279.5
176866,4868.79
176872,0.0
176876,7440.53
176884,13159.67
176887,6792.92
176891,5944.8
176900,8387.36
176905,10890.73
176910,6391.5
176912,7635.4
176941,4062.15
176945,6407.4
176951,3721.3
176980,0.0
177001,3910.59
177003,8104.64
177008,5940.77
177013,9761.0
177021,10249.94
177029,10968.5
177038,5260.69
177074,0.0
177079,4450.83
177083,4092.79
177084,5900.71
177086,6081.8
177092,7445.25
177098,4567.18
177099,5987.4
177100,5816.82
177104,12309.23
177105,0.0
177115,8142.36
177122,6357.72
177148,4567.87
177157,8227.41
177163,7386.56
177165,7594.59
177178,6829.56
177182,0.0
177184,10639.0
177195,0.0
177215,5857.47
177218,5665.54
177224,0.0
177230,9310.2
177237,0.0
177239,5201.56
177248,4871.1
177256,2470.12
177261,7737.36
177262,6962.31
177264,5307.15
177274,0.0
177277,8830.2
177297,12329.5
177315,4985.08
177327,6360.55
177337,5176.0
177349,0.0
177355,6037.27
177357,5333.75
177376,7401.43
177383,0.0
177396,8860.17
177399,8397.15
177400,4729.75
177420,7597.69
177441,12441.69
177443,5218.6
177444,0.0
177454,0.0
177482,0.0
177484,6983.29
177487,12495.55
177491,10939.2
177497,4455.22
177500,9172.5
177503,4078.33
177506,7133.0
177511,9486.83
177533,4243.5
177543,2674.16
177544,0.0
177552,2758.05
177567,3589.85
177572,14527.33
177575,0.0
177582,6418.43
177598,7321.06
177605,5911.1
177612,7097.3
177613,7231.76
177626,6219.11
177627,9440.82
177651,6316.5
177655,7370.17
177662,0.0
177667,3413.0
177676,4218.64
177682,4801.18
177694,0.0
177728,0.0
177755,8043.3
177759,5781.15
177767,5998.0
177776,4895.36
177778,0.0
177788,7964.5
177795,0.0
177815,7033.71
177821,4663.55
177828,9198.27
177830,5058.18
177852,13333.73
177878,11330.38
177884,10638.79
177892,6844.44
177893,0.0
177900,0.0
177903,3955.92
177912,7081.87
177920,0.0
177922,8562.58
177923,5833.25
177931,6770.19
177944,3898.09
177946,5175.15
177963,0.0
177977,4336.0
177999,4249.44
178006,0.0
178013,3978.0
178025,0.0
178049,2285.15
178050,7349.1
178057,6500.9
178063,5087.71
178064,0.0
178065,10907.38
178072,6626.39
178087,7003.69
178095,6417.39
178096,7922.4
178099,7096.12
178105,6787.6
178108,6645.92
178128,6791.33
178131,5271.7
178141,0.0
178146,9009.8
178160,6701.8
178165,2604.14
178173,11923.4
178182,8981.12
178207,5851.37
178212,0.0
178225,0.0
178227,8373.0
178237,5399.29
178238,8215.46
178239,7043.39
178261,4681.31
178263,8656.35
178276,7078.46
178293,0.0
178304,0.0
178329,7350.86
178330,6569.81
178334,5935.09
178338,10840.08
178364,5629.8
178381,13528.5
178393,5922.44
178411,12029.09
178415,4081.21
178424,0.0
178425,5391.7
178443,8276.0
178445,0.0
178449,5424.62
178460,6460.67
178472,0.0
178509,3898.47
178519,7249.18
178531,11659.89
178551,7555.1
178558,7655.33
178563,7324.79
178576,5520.09
178578,0.0
178581,0.0
178582,4203.0
178587,10705.6
178598,9829.58
178601,4190.35
178605,7759.33
178614,6706.0
178621,7716.79
178629,4084.0
178644,9557.82
178646,2219.79
178652,7848.0
178659,21985.41
178662,0.0
178664,10294.93
178669,5290.0
178678,3583.9
178684,0.0
178693,0.0
178697,10226.38
178700,7633.84
178702,0.0
178703,5089.69
178713,7344.42
178720,8523.09
178726,4937.46
178749,6436.38
178761,11372.0
178762,6938.06
178777,6393.62
178794,7261.79
178801,5647.58
178804,15075.9
178811,6701.17
178812,7850.2
178814,5457.94
178820,9562.14
178835,6413.86
178882,7059.93
178886,5949.13
178887,3124.94
178899,10075.2
178905,11539.19
178912,8811.0
178917,7038.3
178938,7413.8
178946,6035.18
178962,0.0
178966,4112.36
178990,5619.67
178991,6842.14
179002,0.0
179015,4946.65
179021,8575.2
179032,0.0
179043,9016.78
179044,9685.39
179047,4366.4
179067,5647.53
179071,3346.9
179072,0.0
179079,0.0
179085,7716.15
179088,9259.47
179093,7824.05
179096,5758.5
179099,5676.32
179102,11181.94
179104,4757.25
179117,0.0
179127,5874.92
179134,5207.79
179144,0.0
179145,3634.82
179146,3790.27
179174,0.0
179177,5060.6
179183,9021.64
179193,6656.22
179199,0.0
179237,7465.63
179246,0.0
179261,9556.56
179268,5955.06
179269,6238.8
179285,4938.68
179289,7985.47
179300,4277.4
179305,7117.09
179313,8300.3
179314,5491.0
179318,3041.62
179338,8918.09
179340,0.0
179358,6842.14
179359,0.0
179364,2515.69
179373,0.0
179381,3045.23
179385,7369.89
179391,10403.56
179395,7005.36
179399,5094.0
179417,5250.32
179429,7698.5
179430,0.0
179434,4356.12
179439,4393.26
179445,0.0
179449,11427.06
179473,6709.0
179493,5510.6
179508,3474.6
179517,7689.33
179539,0.0
179551,3693.32
179576,10273.0
179581,6778.08
179588,0.0
179600,3640.5
179603,6369.62
179638,4419.62
179641,5747.46
179646,17687.73
179680,7980.9
179681,8029.58
179701,7852.67
179718,8290.07
179719,9199.73
179727,0.0
179731,4656.2
179739,0.0
179759,0.0
179790,10825.23
179793,6839.57
179794,2110.67
179801,6055.08
179830,0.0
179845,4836.2
179853,0.0
179869,0.0
179895,0.0
179896,9941.27
179901,6128.91
179916,6596.11
179921,0.0
179936,0.0
179946,5186.19
179958,6639.4
179960,6193.5
179974,8010.85
179981,7472.9
179989,8456.2
179995,6180.53
180000,8634.41
180008,0.0
180014,4058.86
180041,5742.65
180068,6586.44
180089,2934.33
180109,4517.68
180116,3648.82
180130,6104.2
180133,0.0
180136,6468.36
180156,0.0
180159,4796.06
180173,2851.36
180182,7534.69
180184,7127.47
180187,0.0
180206,8148.55
180229,5186.09
180230,10767.95
180237,12069.18
180246,6647.28
180249,7102.1
180273,7664.47
180279,7646.0
180288,0.0
180292,9380.0
180303,5229.67
180307,3979.56
180318,5435.11
180332,7552.1
180334,5936.67
180352,8361.13
180353,7460.82
180356,6493.86
180360,10990.17
180367,5503.92
180372,5550.58
180405,0.0
180434,4283.31
180460,8203.24
180461,1582.9
180470,7263.4
180477,5058.18
180501,6382.92
180503,3913.92
180513,5078.74
180520,5650.75
180522,3447.14
180526,10161.83
180530,7446.88
180543,7686.0
180547,6979.3
180549,5717.61
180550,7696.13
180556,2162.4
180559,0.0
180560,11038.0
180567,5294.89
180575,6378.0
180586,0.0
180603,11662.3
180608,0.0
180615,7547.6
180617,10919.5
180622,6909.83
180632,6949.67
180635,5857.16
180638,7718.2
180653,5785.62
180654,0.0
180656,0.0
180662,5818.82
180702,7304.31
180703,5634.11
180708,1432.71
180710,3665.05
180712,8336.0
180718,12081.0
180726,7571.1
180738,0.0
180748,8504.36
180750,9360.91
180761,0.0
180764,5419.24
180771,0.0
180772,5970.6
180802,9409.9
180805,0.0
180820,11904.0
180827,5483.0
180839,9980.36
180846,0.0
180869,2634.73
180874,6827.56
180877,4307.07
180882,8284.25
180887,0.0
180898,0.0
180901,7741.37
180907,4907.09
180938,14154.9
180942,2785.08
180945,8606.58
180949,8026.17
180951,5752.28
180955,4953.0
180967,5420.8
180968,7925.6
180982,4662.53
180984,5266.1
180987,0.0
181009,6136.85
181083,6247.55
181085,0.0
181086,0.0
181089,0.0
181094,11558.42
181100,3910.38
181106,7752.5
181139,4660.9
181140,4214.6
181154,8952.82
181159,8371.25
181165,0.0
181166,8838.92
181169,4646.87
181179,3982.64
181181,8187.0
181204,13413.07
181225,10877.0
181249,0.0
181259,4021.1
181269,0.0
181278,0.0
181288,6888.0
181291,13869.81
181302,0.0
181313,5316.36
181342,4418.18
181343,6731.7
181364,4232.45
181381,8342.67
181387,2839.73
181420,8168.3
181421,6502.93
181431,0.0
181432,6380.56
181437,0.0
181444,6296.67
181451,0.0
181458,5982.17
181472,5248.57
181498,6791.55
181512,0.0
181514,13869.81
181525,7962.13
181531,9551.06
181547,5026.88
181551,4321.67
181552,4049.16
181553,8030.21
181563,4646.87
181564,7937.59
181580,4470.75
181582,7071.46
181587,12275.14
181597,6930.29
181607,8994.31
181615,6989.86
181628,10297.75
181633,6596.11
